id,中配,日配
2226,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2227,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2228,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2229,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2230,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2231,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2232,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2233,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2234,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2235,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2236,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2237,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2238,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2239,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2240,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2241,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2242,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2243,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2244,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2245,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2246,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2247,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2248,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2249,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2250,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2251,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2252,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2253,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2254,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2255,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2256,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2257,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2258,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2259,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2260,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2261,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2262,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2263,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2264,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2265,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2266,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2267,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2268,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2269,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2270,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2271,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2272,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2273,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2274,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2275,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2276,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2277,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2278,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2279,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2280,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2281,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2282,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2283,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2284,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2285,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2286,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2287,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2288,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2289,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2290,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2291,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2292,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2293,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2294,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2295,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2296,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2297,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2298,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2299,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2300,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2301,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2302,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2303,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2304,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2305,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2306,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2307,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2308,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2309,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2310,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2311,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2312,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2313,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2314,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2315,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2316,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2317,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2318,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2319,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2320,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2321,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2322,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2323,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2324,event:/FightEffect/boss_archangel_dead,event:/FightEffect/boss_archangel_dead
2325,event:/FightEffect/boss_archangel_dead,event:/FightEffect/boss_archangel_dead
2326,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2327,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2328,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2329,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2330,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2331,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2332,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2333,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2334,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2335,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2347,event:/FightEffect/ElementXlsx-10100011-dead,event:/FightEffect/ElementXlsx-10100011-dead
2348,event:/FightEffect/ElementXlsx-10100011-dead,event:/FightEffect/ElementXlsx-10100011-dead
2349,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2350,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2351,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2352,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2353,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2354,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2355,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2356,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2357,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2358,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2359,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2360,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2361,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2362,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2363,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2364,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2365,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2367,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2368,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2369,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2370,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2371,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2372,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2373,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2374,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2375,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2376,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2377,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2378,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2380,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2381,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2382,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2383,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2384,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2385,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2386,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2387,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2388,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2389,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2390,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2391,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2392,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2393,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2394,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2395,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2396,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2397,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2398,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2399,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2400,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2401,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2402,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2403,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2404,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2405,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2406,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2407,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2408,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2409,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2410,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2411,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2412,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2413,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2414,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2415,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2416,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2417,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2418,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2419,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
10001,event:/GameEffect/WitchSound/Guide01,event:/GameEffect/WitchSound/JP/Guide01
10002,event:/GameEffect/WitchSound/Guide02,event:/GameEffect/WitchSound/JP/Guide02
10003,event:/GameEffect/WitchSound/Guide03,event:/GameEffect/WitchSound/JP/Guide03
10004,event:/GameEffect/WitchSound/Guide04,event:/GameEffect/WitchSound/JP/Guide04
10005,event:/GameEffect/WitchSound/Guide05,event:/GameEffect/WitchSound/JP/Guide05
10006,event:/GameEffect/WitchSound/Guide06,event:/GameEffect/WitchSound/JP/Guide06
10007,event:/GameEffect/WitchSound/Guide07,event:/GameEffect/WitchSound/JP/Guide07
10008,event:/GameEffect/WitchSound/Guide08,event:/GameEffect/WitchSound/JP/Guide08
10009,event:/GameEffect/WitchSound/Guide09,event:/GameEffect/WitchSound/JP/Guide10
10010,event:/GameEffect/WitchSound/Guide10,event:/GameEffect/WitchSound/JP/Guide11
10011,event:/GameEffect/WitchSound/Guide11,event:/GameEffect/WitchSound/JP/Guide12
10012,event:/GameEffect/WitchSound/Guide12,event:/GameEffect/WitchSound/JP/Guide13
10013,event:/GameEffect/WitchSound/Guide13,event:/GameEffect/WitchSound/JP/Guide14
