对话ID,回看头像id,名称,表情设置,字出现速度
72170,10440001,雅努西娅,5,0.01
72180,10010001,安娜,6,0.01
72190,10440001,雅努西娅,5,0.01
72191,10440001,雅努西娅,5,0.01
72200,-1,-1,-1,0.01
72210,1000,我,-1,0.01
72230,-1,-1,-1,0.01
72240,-1,-1,-1,0.01
72250,-1,-1,-1,0.01
72260,-1,-1,-1,0.01
72270,10220001,妮蔻拉丝,6,0.01
72280,10010001,安娜,6,0.01
72290,10030001,希贝尔,4,0.01
72300,10220001,妮蔻拉丝,6,0.01
72330,1000,我,-1,0.01
72340,10220001,妮蔻拉丝,6,0.01
72350,10030001,希贝尔,-1,0.01
72360,10220001,妮蔻拉丝,6,0.01
72380,10030001,希贝尔,4,0.01
72381,10010001,安娜,6,0.01
72382,10220001,妮蔻拉丝,6,0.01
72390,10440001,雅努西娅,-1,0.01
72400,-1,-1,-1,0.01
72410,10010001,安娜,5,0.01
72420,2000,安利丝,-1,0.01
72430,10010001,安娜,14,0.01
72440,10030001,希贝尔,4,0.01
72450,-1,-1,-1,0.01
72460,10105010,卡利古拉,-1,0.01
72470,10220001,妮蔻拉丝,6,0.01
72480,10105010,卡利古拉,-1,0.01
72490,10105010,卡利古拉,-1,0.01
72510,10220001,妮蔻拉丝,6,0.01
72520,10105010,卡利古拉,-1,0.01
72540,10105010,卡利古拉,-1,0.01
72550,10220001,妮蔻拉丝,6,0.01
72560,10010001,安娜,5,0.01
72570,-1,-1,-1,0.01
72571,10010001,安娜,8,0.01
72580,10105010,卡利古拉,-1,0.01
72590,10105010,卡利古拉,-1,0.01
72610,-1,-1,-1,0.01
72620,1000,我,-1,0.01
72630,10105010,卡利古拉,-1,0.01
72631,10220001,妮蔻拉丝,-1,0.01
72632,10220001,妮蔻拉丝,-1,0.01
72633,10105010,卡利古拉,-1,0.01
72634,10220001,妮蔻拉丝,-1,0.01
72635,-1,-1,-1,0.01
72636,10010001,安娜,8,0.01
72640,-1,-1,-1,0.01
72660,1000,我,-1,0.01
72670,10105010,卡利古拉,-1,0.01
72680,1000,我,-1,0.01
72690,10105010,卡利古拉,-1,0.01
72700,10010001,安娜,6,0.01
72710,10105010,卡利古拉,-1,0.01
72711,10010001,安娜,6,0.01
72720,10010001,安娜,6,0.01
72721,10220001,妮蔻拉丝,5,0.01
72722,1000,我,-1,0.01
72730,10030001,希贝尔,5,0.01
72731,10010001,安娜,5,0.01
72740,-1,-1,-1,0.01
72750,10010001,安娜,6,0.01
72760,2000,安利丝,-1,0.01
72761,2000,安利丝,-1,0.01
72770,-1,-1,-1,0.01
72780,-1,-1,-1,0.01
72790,1000,我,-1,0.01
72800,-1,-1,-1,0.01
72810,10220001,妮蔻拉丝,6,0.01
72820,-1,-1,-1,0.01
72830,1000,我,-1,0.01
72840,1000,我,-1,0.01
72850,1000,我,-1,0.01
72870,10220001,妮蔻拉丝,6,0.01
72880,-1,-1,-1,0.01
72890,10220001,妮蔻拉丝,6,0.01
72900,-1,-1,-1,0.01
72910,10010001,安娜,14,0.01
72911,10030001,希贝尔,4,0.01
72912,10010001,安娜,3,0.01
72913,2000,安利丝,-1,0.01
72914,10010001,安娜,14,0.01
72920,10030001,希贝尔,4,0.01
72930,10010001,安娜,14,0.01
72940,10010001,安娜,6,0.01
72950,2000,安利丝,-1,0.01
72970,10220001,妮蔻拉丝,6,0.01
72990,10010001,安娜,6,0.01
73010,10030001,希贝尔,5,0.01
73020,10220001,妮蔻拉丝,-1,0.01
73030,10010001,安娜,14,0.01
73100,-1,-1,-1,0.01
73130,-1,-1,-1,0.01
73140,10030001,希贝尔,-1,0.01
73150,10010001,安娜,6,0.01
73160,10030001,希贝尔,-1,0.01
73170,10010001,安娜,3,0.01
73180,10010001,安娜,3,0.01
73190,10030001,希贝尔,4,0.01
73200,-1,-1,-1,0.01
73210,1000,我,-1,0.01
73220,1000,我,-1,0.01
73230,1000,我,-1,0.01
73240,10010001,安娜,6,0.01
73250,-1,-1,-1,0.01
73260,-1,-1,-1,0.01
73270,10030001,希贝尔,5,0.01
73280,1000,我,-1,0.01
73290,1000,我,-1,0.01
73300,-1,-1,-1,0.01
73310,-1,-1,-1,0.01
73320,-1,-1,-1,0.01
73330,10440001,雅努西娅,-1,0.01
73340,-1,-1,-1,0.01
73350,10010001,安娜,7,0.01
73360,10220001,妮蔻拉丝,5,0.01
73361,10030001,希贝尔,4,0.01
73370,-1,-1,-1,0.01
73380,2000004,安迪,-1,0.01
73390,10010001,安娜,6,0.01
73410,2000004,安迪,-1,0.01
73420,1000,我,-1,0.01
73421,2000004,安迪,13,0.01
73430,-1,-1,-1,0.01
73440,-1,-1,-1,0.01
73450,1000,我,-1,0.01
73460,10010001,安娜,6,0.01
73470,10030001,希贝尔,4,0.01
73480,2000004,安迪,13,0.01
73490,10010001,安娜,5,0.01
73500,-1,-1,-1,0.01
73510,10440001,雅努西娅,11,0.01
73520,10010001,安娜,5,0.01
73530,-1,-1,-1,0.01
73550,-1,-1,-1,0.01
73570,10105030,但他林,-1,0.01
73580,1000,我,-1,0.01
73590,10105030,但他林,-1,0.01
73600,1000,我,-1,0.01
73610,10105030,但他林,19,0.01
73620,1000,我,-1,0.01
73630,10105030,但他林,-1,0.01
73640,10010001,安娜,6,0.01
73650,10440001,雅努西娅,5,0.01
73660,10010001,安娜,14,0.01
73670,10105030,但他林,19,0.01
73680,-1,-1,-1,0.01
73690,1000,我,-1,0.01
73700,-1,-1,-1,0.01
73710,2000,安利丝,-1,0.01
73730,10010001,安娜,5,0.01
73740,2000,安利丝,-1,0.01
73750,10105030,但他林,-1,0.01
73770,10010001,安娜,5,0.01
73780,10030001,希贝尔,5,0.01
73800,10220001,妮蔻拉丝,5,0.01
73810,2000,安利丝,-1,0.01
73820,-1,-1,-1,0.01
73825,-1,-1,-1,0.01
73830,10010001,安娜,5,0.01
73835,10105030,但他林,-1,0.01
73840,-1,-1,-1,0.01
73845,10010001,安娜,5,0.01
73850,10220001,妮蔻拉丝,5,0.01
73855,10105030,但他林,-1,0.01
73860,10105030,但他林,-1,0.01
73865,10010001,安娜,5,0.01
73870,-1,-1,-1,0.01
73875,10440001,雅努西娅,11,0.01
73880,10010001,安娜,6,0.01
73885,10030001,希贝尔,6,0.01
73890,1000,我,-1,0.01
73895,10440001,雅努西娅,11,0.01
73900,1000,我,-1,0.01
73905,-1,-1,-1,0.01
73910,10105030,但他林,-1,0.01
73915,-1,-1,-1,0.01
73920,-1,-1,-1,0.01
73925,-1,-1,-1,0.01
73930,10105030,但他林,-1,0.01
73935,67207,神使,-1,0.01
73940,10105030,但他林,-1,0.01
73945,67207,神使,-1,0.01
73950,10105030,但他林,-1,0.01
73955,10105030,但他林,-1,0.01
73960,67207,神使,-1,0.01
73965,1000,我,-1,0.01
73966,10010001,安娜,6,0.01
73970,1000,我,-1,0.01
73975,10105030,但他林,-1,0.01
73980,67207,神使,-1,0.01
73985,10010001,安娜,6,0.01
73990,-1,-1,-1,0.01
73995,1000,我,-1,0.01
74000,-1,-1,-1,0.01
74005,-1,-1,-1,0.01
74010,10010001,安娜,6,0.01
74015,-1,-1,-1,0.01
74020,10105030,但他林,-1,0.01
74025,10010001,安娜,6,0.01
74030,-1,-1,-1,0.01
74035,10010001,安娜,6,0.01
74040,10110001,娜塔莉娅,-1,0.01
74045,10010001,安娜,14,0.01
74046,10110001,娜塔莉娅,-1,0.01
74047,-1,-1,-1,0.01
74050,10110001,娜塔莉娅,-1,0.01
74055,10110001,娜塔莉娅,-1,0.01
74060,10105030,但他林,-1,0.01
74065,10110001,娜塔莉娅,-1,0.01
74070,-1,-1,-1,0.01
74075,10105030,但他林,19,0.01
74080,10110001,娜塔莉娅,-1,0.01
74085,10105030,但他林,-1,0.01
74090,10110001,娜塔莉娅,-1,0.01
74095,10105030,但他林,-1,0.01
74100,10110001,娜塔莉娅,4,0.01
74105,10105030,但他林,-1,0.01
74110,10110001,娜塔莉娅,-1,0.01
74115,-1,-1,-1,0.01
74120,10105030,但他林,-1,0.01
74125,10110001,娜塔莉娅,-1,0.01
74130,10105030,但他林,-1,0.01
74135,10105030,但他林,-1,0.01
74140,1000,我,-1,0.01
74145,10105030,但他林,-1,0.01
74150,1000,我,-1,0.01
74155,10105030,但他林,-1,0.01
74165,10110001,娜塔莉娅,-1,0.01
74170,10105030,但他林,-1,0.01
74175,10110001,娜塔莉娅,-1,0.01
74180,-1,-1,-1,0.01
74185,10030001,希贝尔,6,0.01
74190,10105030,但他林,-1,0.01
74195,10030001,希贝尔,2,0.01
74200,10105030,但他林,-1,0.01
74205,10030001,希贝尔,2,0.01
74210,-1,-1,-1,0.01
74215,10010001,安娜,6,0.01
74220,10110001,娜塔莉娅,-1,0.01
74225,10010001,安娜,14,0.01
74230,10110001,娜塔莉娅,-1,0.01
74235,2000,安利丝,-1,0.01
74240,10030001,希贝尔,2,0.01
74245,10110001,娜塔莉娅,-1,0.01
74250,10030001,希贝尔,2,0.01
74255,10110001,娜塔莉娅,-1,0.01
74260,10030001,希贝尔,6,0.01
74265,10110001,娜塔莉娅,-1,0.01
74270,-1,-1,-1,0.01
74275,10220001,妮蔻拉丝,6,0.01
74280,1000,我,-1,0.01
74285,10220001,妮蔻拉丝,6,0.01
74290,1000,我,-1,0.01
74295,10220001,妮蔻拉丝,6,0.01
74300,1000,我,-1,0.01
74305,10220001,妮蔻拉丝,1,0.01
74306,10220001,妮蔻拉丝,1,0.01
74310,-1,-1,-1,0.01
84020,-1,-1,-1,0.01
84030,-1,-1,-1,0.01
84050,10050001,嘉萝琳,-1,0.01
84060,10040001,莎莉丝特,-1,0.01
84070,10050001,嘉萝琳,-1,0.01
84080,10040001,莎莉丝特,4,0.01
84090,10050001,嘉萝琳,-1,0.01
84100,10040001,莎莉丝特,4,0.01
84110,10040001,莎莉丝特,4,0.01
84130,10050001,嘉萝琳,3,0.01
84131,10040001,莎莉丝特,4,0.01
84140,10040001,莎莉丝特,4,0.01
84150,10040001,莎莉丝特,4,0.01
84160,10050001,嘉萝琳,3,0.01
84170,10040001,莎莉丝特,4,0.01
84180,10040001,莎莉丝特,4,0.01
84190,-1,-1,-1,0.01
84210,10040001,莎莉丝特,-1,0.01
84240,300000019,重甲骑士·阿道夫,-1,0.01
84250,10040001,莎莉丝特,-1,0.01
84260,300000019,重甲骑士·阿道夫,-1,0.01
84270,10040001,莎莉丝特,-1,0.01
84280,10040001,莎莉丝特,-1,0.01
84290,300000019,重甲骑士·阿道夫,-1,0.01
84300,10040001,莎莉丝特,4,0.01
84310,300000019,重甲骑士·阿道夫,-1,0.01
84320,-1,-1,-1,0.01
84340,300000019,重甲骑士·阿道夫,-1,0.01
84350,10040001,莎莉丝特,4,0.01
84360,300000019,重甲骑士·阿道夫,-1,0.01
84370,300000019,重甲骑士·阿道夫,-1,0.01
84380,10040001,莎莉丝特,4,0.01
84390,300000019,重甲骑士·阿道夫,-1,0.01
84400,10040001,莎莉丝特,4,0.01
84420,300000019,重甲骑士·阿道夫,-1,0.01
84430,10040001,莎莉丝特,4,0.01
84440,300000019,重甲骑士·阿道夫,-1,0.01
84450,-1,-1,-1,0.01
84460,10040001,莎莉丝特,-1,0.01
84470,300000019,重甲骑士·阿道夫,-1,0.01
84480,300000019,重甲骑士·阿道夫,-1,0.01
84490,10050001,嘉萝琳,4,0.01
84500,10040001,莎莉丝特,4,0.01
84501,10050001,嘉萝琳,-1,0.01
84502,-1,-1,-1,0.01
84510,300000019,重甲骑士·阿道夫,-1,0.01
84520,10050001,嘉萝琳,-1,0.01
84521,300000019,重甲骑士·阿道夫,-1,0.01
84522,10050001,嘉萝琳,-1,0.01
84523,10050001,嘉萝琳,4,0.01
84530,-1,-1,-1,0.01
84531,-1,-1,-1,0.01
84532,10040001,莎莉丝特,-1,0.01
84533,10050001,嘉萝琳,-1,0.01
84534,10040001,莎莉丝特,4,0.01
84535,10040001,莎莉丝特,4,0.01
84536,10050001,嘉萝琳,3,0.01
84537,-1,-1,-1,0.01
84538,10060001,塞布丽娜,-1,0.01
84550,10040001,莎莉丝特,4,0.01
84551,10060001,塞布丽娜,4,0.01
84552,10050001,嘉萝琳,-1,0.01
84590,-1,-1,-1,0.01
84600,-1,-1,-1,0.01
84620,10040001,莎莉丝特,4,0.01
84630,10060001,塞布丽娜,-1,0.01
84640,10040001,莎莉丝特,4,0.01
84660,10050001,嘉萝琳,-1,0.01
84670,10060001,塞布丽娜,-1,0.01
84680,10040001,莎莉丝特,4,0.01
84681,10050001,嘉萝琳,-1,0.01
84690,-1,-1,-1,0.01
84700,10060001,塞布丽娜,4,0.01
84720,10040001,莎莉丝特,4,0.01
84730,10040001,莎莉丝特,3,0.01
84740,10050001,嘉萝琳,4,0.01
84750,67204,重甲骑士·威尔,-1,0.01
84760,10050001,嘉萝琳,-1,0.01
84770,10050001,嘉萝琳,4,0.01
84780,67204,重甲骑士·威尔,-1,0.01
84800,10040001,莎莉丝特,4,0.01
84810,67204,重甲骑士·威尔,-1,0.01
84820,10040001,莎莉丝特,4,0.01
84840,67204,重甲骑士·威尔,-1,0.01
84860,10050001,嘉萝琳,4,0.01
84870,67204,重甲骑士·威尔,-1,0.01
84880,10040001,莎莉丝特,4,0.01
84890,-1,-1,-1,0.01
84900,10060001,塞布丽娜,-1,0.01
84910,10040001,莎莉丝特,4,0.01
84911,10060001,塞布丽娜,-1,0.01
84920,10050001,嘉萝琳,-1,0.01
84930,10040001,莎莉丝特,4,0.01
84950,10040001,莎莉丝特,4,0.01
84960,10050001,嘉萝琳,3,0.01
84970,10040001,莎莉丝特,4,0.01
84980,-1,-1,-1,0.01
84981,-1,-1,-1,0.01
84982,10050001,嘉萝琳,-1,0.01
84983,10060001,塞布丽娜,-1,0.01
84984,10050001,嘉萝琳,-1,0.01
84985,10040001,莎莉丝特,-1,0.01
84986,10050001,嘉萝琳,-1,0.01
84987,10060001,塞布丽娜,-1,0.01
84988,10040001,莎莉丝特,-1,0.01
84989,10060001,塞布丽娜,-1,0.01
84990,10050001,嘉萝琳,4,0.01
85000,-1,-1,-1,0.01
85010,10050001,嘉萝琳,5,0.01
85030,10040001,莎莉丝特,5,0.01
85040,10050001,嘉萝琳,4,0.01
85050,10060001,塞布丽娜,-1,0.01
85060,10040001,莎莉丝特,4,0.01
85080,-1,-1,-1,0.01
85090,10050001,嘉萝琳,4,0.01
85100,-1,-1,-1,0.01
85110,10060001,塞布丽娜,-1,0.01
85120,10040001,莎莉丝特,4,0.01
85130,-1,-1,-1,0.01
85140,11003010,蒙面少女,-1,0.01
85150,10050001,嘉萝琳,-1,0.01
85160,11003010,蒙面少女,-1,0.01
85210,10050001,嘉萝琳,4,0.01
85220,11003010,蒙面少女,-1,0.01
85240,10050001,嘉萝琳,-1,0.01
85241,10040001,莎莉丝特,5,0.01
85242,-1,-1,-1,0.01
85243,10050001,嘉萝琳,-1,0.01
85244,11003010,蒙面少女,-1,0.01
85245,10040001,莎莉丝特,4,0.01
85246,11003010,蒙面少女,-1,0.01
85247,10060001,塞布丽娜,-1,0.01
85260,-1,-1,-1,0.01
85261,11003010,蒙面少女,-1,0.01
85270,10060001,塞布丽娜,-1,0.01
85280,10070001,莎娜,-1,0.01
85290,10060001,塞布丽娜,1,0.01
85300,10070001,莎娜,-1,0.01
85310,10060001,塞布丽娜,1,0.01
85330,10070001,莎娜,6,0.01
85331,-1,-1,-1,0.01
85332,10060001,塞布丽娜,-1,0.01
85334,10040001,莎莉丝特,-1,0.01
85335,10060001,塞布丽娜,1,0.01
85336,10070001,莎娜,6,0.01
85337,10060001,塞布丽娜,4,0.01
85338,10070001,莎娜,6,0.01
85339,10040001,莎莉丝特,-1,0.01
85340,10040001,莎莉丝特,7,0.01
85350,10070001,莎娜,6,0.01
85360,10050001,嘉萝琳,-1,0.01
85370,10070001,莎娜,6,0.01
85371,10060001,塞布丽娜,1,0.01
85372,10070001,莎娜,6,0.01
85373,10060001,塞布丽娜,1,0.01
85380,10070001,莎娜,-1,0.01
85381,10060001,塞布丽娜,-1,0.01
85382,10070001,莎娜,6,0.01
85383,10040001,莎莉丝特,-1,0.01
85384,10070001,莎娜,6,0.01
85385,10070001,莎娜,-1,0.01
85386,10060001,塞布丽娜,4,0.01
85387,10070001,莎娜,1,0.01
85390,10050001,嘉萝琳,-1,0.01
85410,10060001,塞布丽娜,1,0.01
85430,10070001,莎娜,1,0.01
85440,-1,-1,-1,0.01
85450,-1,-1,-1,0.01
85470,10060001,塞布丽娜,-1,0.01
85480,10070001,莎娜,-1,0.01
85510,10040001,莎莉丝特,4,0.01
85520,10040001,莎莉丝特,4,0.01
85531,10070001,莎娜,-1,0.01
85532,10060001,塞布丽娜,-1,0.01
85560,10040001,莎莉丝特,4,0.01
85580,10070001,莎娜,6,0.01
85630,10050001,嘉萝琳,4,0.01
85631,10040001,莎莉丝特,-1,0.01
85640,10070001,莎娜,-1,0.01
85650,10050001,嘉萝琳,-1,0.01
85660,-1,-1,-1,0.01
85670,10070001,莎娜,-1,0.01
85680,10040001,莎莉丝特,4,0.01
85700,10040001,莎莉丝特,4,0.01
85710,10070001,莎娜,-1,0.01
85720,10040001,莎莉丝特,4,0.01
85730,10050001,嘉萝琳,-1,0.01
85760,-1,-1,-1,0.01
85770,10040001,莎莉丝特,4,0.01
85780,11015010,暗影骑士,-1,0.01
85800,10040001,莎莉丝特,4,0.01
85810,11015010,暗影骑士,-1,0.01
85820,10040001,莎莉丝特,4,0.01
85840,11015010,暗影骑士,-1,0.01
85841,-1,-1,-1,0.01
85850,10060001,塞布丽娜,-1,0.01
85860,10050001,嘉萝琳,-1,0.01
85870,10060001,塞布丽娜,-1,0.01
85880,10070001,莎娜,-1,0.01
85890,-1,-1,-1,0.01
85900,-1,-1,-1,0.01
85910,10060001,塞布丽娜,-1,0.01
85920,-1,-1,-1,0.01
85940,10070001,莎娜,-1,0.01
85950,-1,-1,-1,0.01
85951,10060001,塞布丽娜,-1,0.01
85960,10070001,莎娜,-1,0.01
85970,-1,-1,-1,0.01
85990,10060001,塞布丽娜,4,0.01
86000,10050001,嘉萝琳,-1,0.01
86010,10060001,塞布丽娜,4,0.01
86020,10050001,嘉萝琳,-1,0.01
86030,10060001,塞布丽娜,4,0.01
86040,10050001,嘉萝琳,-1,0.01
86100,10050001,嘉萝琳,-1,0.01
86110,10050001,嘉萝琳,-1,0.01
86060,10060001,塞布丽娜,1,0.01
86061,-1,-1,-1,0.01
86120,10070001,莎娜,-1,0.01
86130,10060001,塞布丽娜,-1,0.01
86140,10070001,莎娜,1,0.01
86141,10070001,莎娜,1,0.01
86150,10060001,塞布丽娜,4,0.01
86160,-1,-1,-1,0.01
86170,-1,-1,-1,0.01
86180,10040001,莎莉丝特,4,0.01
86190,10170001,男子,-1,0.01
86200,-1,-1,-1,0.01
86210,10040001,莎莉丝特,-1,0.01
86220,-1,-1,-1,0.01
86230,10170001,男子,-1,0.01
86240,-1,-1,-1,0.01
86250,10170001,男子,-1,0.01
86260,10040001,莎莉丝特,5,0.01
86270,10170001,男子,4,0.01
86280,10040001,莎莉丝特,4,0.01
86290,10170001,男子,-1,0.01
86300,10170001,男子,-1,0.01
86310,10040001,莎莉丝特,4,0.01
86320,10170001,男子,-1,0.01
86330,10040001,莎莉丝特,4,0.01
86331,-1,-1,-1,0.01
86332,10050001,嘉萝琳,5,0.01
86333,10060001,塞布丽娜,-1,0.01
86334,10040001,莎莉丝特,3,0.01
86335,10170001,男子,7,0.01
86336,10050001,嘉萝琳,4,0.01
86337,10170001,男子,7,0.01
86338,10040001,莎莉丝特,4,0.01
86339,10170001,男子,3,0.01
86340,10050001,嘉萝琳,5,0.01
86341,10170001,男子,-1,0.01
86342,10050001,嘉萝琳,4,0.01
86343,10040001,莎莉丝特,4,0.01
86350,-1,-1,-1,0.01
86351,10170001,男子,-1,0.01
86352,10040001,莎莉丝特,4,0.01
86353,10050001,嘉萝琳,4,0.01
86354,10170001,男子,7,0.01
86360,10070001,莎娜,6,0.01
86370,10170001,约翰亚斯,6,0.01
86380,10070001,莎娜,-1,0.01
86390,10050001,嘉萝琳,-1,0.01
86410,10070001,莎娜,-1,0.01
86411,10050001,嘉萝琳,4,0.01
86420,10170001,约翰亚斯,-1,0.01
86430,10050001,嘉萝琳,-1,0.01
86440,10070001,莎娜,-1,0.01
86450,10170001,约翰亚斯,3,0.01
86460,10070001,莎娜,-1,0.01
86461,10170001,约翰亚斯,3,0.01
86462,10070001,莎娜,-1,0.01
86463,10170001,约翰亚斯,3,0.01
86464,10070001,莎娜,-1,0.01
86465,10170001,约翰亚斯,6,0.01
86466,-1,-1,-1,0.01
86467,10070001,莎娜,-1,0.01
86470,10040001,莎莉丝特,-1,0.01
86480,10070001,莎娜,6,0.01
86490,10040001,莎莉丝特,4,0.01
86500,10170001,约翰亚斯,-1,0.01
86560,-1,-1,-1,0.01
86561,10170001,约翰亚斯,6,0.01
86562,10070001,莎娜,-1,0.01
86563,-1,-1,-1,0.01
86570,10170001,约翰亚斯,7,0.01
86580,-1,-1,-1,0.01
86640,10070001,莎娜,-1,0.01
86650,10170001,约翰亚斯,7,0.01
86660,-1,-1,-1,0.01
86661,-1,-1,-1,0.01
86670,10060001,塞布丽娜,4,0.01
86690,10070001,莎娜,-1,0.01
86700,10060001,塞布丽娜,4,0.01
86701,10070001,莎娜,6,0.01
86702,-1,-1,-1,0.01
86703,10060001,塞布丽娜,1,0.01
86704,10070001,莎娜,-1,0.01
86710,10170001,约翰亚斯,-1,0.01
86720,-1,-1,-1,0.01
86730,10040001,莎莉丝特,4,0.01
86740,10070001,莎娜,6,0.01
86741,10060001,塞布丽娜,-1,0.01
86742,10170001,约翰亚斯,4,0.01
86743,10070001,莎娜,6,0.01
86744,10060001,塞布丽娜,1,0.01
86745,10070001,莎娜,-1,0.01
86746,10060001,塞布丽娜,1,0.01
86747,10170001,约翰亚斯,-1,0.01
86748,10070001,莎娜,-1,0.01
86749,-1,-1,-1,0.01
86770,-1,-1,-1,0.01
86790,10060001,塞布丽娜,4,0.01
86800,-1,-1,-1,0.01
86810,10050001,嘉萝琳,4,0.01
86820,10040001,莎莉丝特,4,0.01
86830,11015010,暗影骑士,-1,0.01
86840,10060001,塞布丽娜,4,0.01
86850,11015010,暗影骑士,-1,0.01
86860,10040001,莎莉丝特,4,0.01
86870,11015010,暗影骑士,-1,0.01
86880,11015010,暗影骑士,-1,0.01
86890,10050001,嘉萝琳,4,0.01
86900,10050001,嘉萝琳,4,0.01
86910,11015010,暗影骑士,-1,0.01
86920,-1,-1,-1,0.01
86930,-1,-1,-1,0.01
86950,10040001,莎莉丝特,5,0.01
86960,10040001,莎莉丝特,5,0.01
86970,10050001,嘉萝琳,-1,0.01
86980,10040001,莎莉丝特,4,0.01
87000,10050001,嘉萝琳,3,0.01
87010,10040001,莎莉丝特,4,0.01
87020,10050001,嘉萝琳,3,0.01
87030,10040001,莎莉丝特,4,0.01
87040,-1,-1,-1,0.01
87050,-1,-1,-1,0.01
87070,10102009,谢雅努斯,-1,0.01
87080,10040001,莎莉丝特,4,0.01
87090,10102009,谢雅努斯,-1,0.01
87110,10050001,嘉萝琳,-1,0.01
87120,10102009,谢雅努斯,-1,0.01
87140,10040001,莎莉丝特,-1,0.01
87150,10102009,谢雅努斯,-1,0.01
87160,10050001,嘉萝琳,-1,0.01
87170,10102009,谢雅努斯,-1,0.01
87200,10102009,谢雅努斯,-1,0.01
87220,10102009,谢雅努斯,-1,0.01
87230,10040001,莎莉丝特,4,0.01
87240,10102009,谢雅努斯,-1,0.01
87250,10050001,嘉萝琳,-1,0.01
87251,10040001,莎莉丝特,4,0.01
87252,10102009,谢雅努斯,-1,0.01
87260,10060001,塞布丽娜,4,0.01
87270,10102009,谢雅努斯,-1,0.01
87300,10040001,莎莉丝特,4,0.01
87290,10102009,谢雅努斯,-1,0.01
87310,-1,-1,-1,0.01
87311,10060001,塞布丽娜,3,0.01
87320,10050001,嘉萝琳,4,0.01
87330,10040001,莎莉丝特,3,0.01
87340,10060001,塞布丽娜,4,0.01
87350,10102009,谢雅努斯,-1,0.01
87370,10102009,谢雅努斯,-1,0.01
87380,10040001,莎莉丝特,4,0.01
87390,10102009,谢雅努斯,-1,0.01
87410,10102009,谢雅努斯,-1,0.01
87420,10040001,莎莉丝特,4,0.01
87430,10040001,莎莉丝特,4,0.01
87440,10050001,嘉萝琳,-1,0.01
87441,10060001,塞布丽娜,4,0.01
87450,-1,-1,-1,0.01
87460,10050001,嘉萝琳,4,0.01
87470,10060001,塞布丽娜,-1,0.01
87480,10040001,莎莉丝特,5,0.01
87481,-1,-1,-1,0.01
87490,10102009,谢雅努斯,-1,0.01
87500,10102009,谢雅努斯,-1,0.01
87550,10040001,莎莉丝特,3,0.01
87560,10102009,谢雅努斯,-1,0.03
87561,10102009,谢雅努斯,-1,0.01
87570,-1,-1,-1,0.01
87580,-1,-1,-1,0.01
87600,10040001,莎莉丝特,4,0.01
87610,10050001,嘉萝琳,3,0.01
87620,10040001,莎莉丝特,4,0.01
87630,10040001,莎莉丝特,4,0.01
87640,10050001,嘉萝琳,-1,0.01
87650,10040001,莎莉丝特,4,0.01
87670,10050001,嘉萝琳,-1,0.01
87680,10050001,嘉萝琳,3,0.01
87690,10060001,塞布丽娜,4,0.01
87700,10060001,塞布丽娜,4,0.01
87710,10050001,嘉萝琳,3,0.01
87740,10060001,塞布丽娜,4,0.01
87750,-1,-1,-1,0.01
87751,10040001,莎莉丝特,4,0.01
87752,-1,-1,-1,0.01
87760,10060001,塞布丽娜,4,0.01
87790,-1,-1,-1,0.01
87800,10050001,嘉萝琳,4,0.01
87810,10040001,莎莉丝特,4,0.01
87840,10050001,嘉萝琳,-1,0.01
87850,10050001,嘉萝琳,4,0.01
87851,-1,-1,-1,0.01
87860,10040001,莎莉丝特,4,0.01
87861,10050001,嘉萝琳,-1,0.01
87870,-1,-1,-1,0.01
87871,-1,-1,-1,0.01
87872,-1,-1,-1,0.01
87880,10050001,嘉萝琳,3,0.01
87920,10102030,海因里希,-1,0.01
87930,10102030,海因里希,5,0.01
87950,10050001,嘉萝琳,3,0.01
87960,10102030,海因里希,-1,0.01
87970,10050001,嘉萝琳,3,0.01
87980,-1,-1,-1,0.01
87990,10102030,海因里希,4,0.01
88000,10050001,嘉萝琳,-1,0.01
88010,10102030,海因里希,4,0.01
88020,10050001,嘉萝琳,3,0.01
88030,10050001,嘉萝琳,3,0.01
88040,10102030,海因里希,-1,0.01
88060,10050001,嘉萝琳,-1,0.01
88070,10102030,海因里希,4,0.01
88080,10050001,嘉萝琳,-1,0.01
88100,10050001,嘉萝琳,4,0.01
88101,10102030,海因里希,-1,0.01
88102,10102030,海因里希,-1,0.01
88103,10102030,海因里希,-1,0.01
88104,10102030,海因里希,-1,0.01
88110,-1,-1,-1,0.01
88120,-1,-1,-1,0.01
88130,10050001,嘉萝琳,3,0.01
88140,10102030,海因里希,-1,0.01
88150,10050001,嘉萝琳,3,0.01
88160,10102030,海因里希,4,0.01
88170,10050001,嘉萝琳,3,0.01
88180,10102030,海因里希,4,0.01
88190,10050001,嘉萝琳,3,0.01
88200,10102030,海因里希,4,0.01
88210,10102030,海因里希,4,0.01
88220,-1,-1,-1,0.01
88230,10102030,海因里希,4,0.01
88240,10050001,嘉萝琳,3,0.01
88250,10102030,海因里希,4,0.01
88260,10050001,嘉萝琳,2,0.01
88270,-1,-1,-1,0.01
88280,-1,-1,-1,0.01
88290,-1,-1,-1,0.01
88300,-1,-1,-1,0.01
88310,-1,-1,-1,0.01
88320,-1,-1,-1,0.01
88330,67203,老者,-1,0.01
88340,-1,-1,-1,0.01
88350,-1,-1,-1,0.01
88360,-1,-1,-1,0.01
88370,10102002,恶魔,-1,0.01
88380,10102002,恶魔,-1,0.01
