ID,被动类型,属性BUFF（类型1生效）,额外伤害（类型12生效）,免伤护盾BUFF（类型11生效）,最终伤害提升（类型10生效）,属性转换（类型8生效）,免死BUFF（类型2生效）,无敌BUFF（类型3生效）,回血（类型4生效）,回血（类型9生效）,BOSS击杀时间增加（类型5有效）,刷新球（类型6有效）,神火减少消耗（类型7有效）,被动技能描述,星级,品质,Debuff（类型13）,魔女技能增强（类型14）,防御特殊增幅（类型15）,暴击特殊增幅（类型16）,是否效果唯一
50103404,1,15&2&6&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360991,-1,-1,-1,-1,-1,-1,-1
50103405,1,15&2&7&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360992,-1,-1,-1,-1,-1,-1,-1
50103406,1,15&2&8&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360993,-1,-1,-1,-1,-1,-1,-1
50103407,1,15&2&9&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360994,-1,-1,-1,-1,-1,-1,-1
50103408,1,15&2&10&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360995,-1,-1,-1,-1,-1,-1,-1
50103409,1,15&2&11&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360996,-1,-1,-1,-1,-1,-1,-1
60000001,1,2&1&5&999999999&1&3&1#2&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360997,-1,-1,-1,-1,-1,-1,-1
60000002,1,5&1&10&999999999&1&3&4#3&1&35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360998,-1,-1,-1,-1,-1,-1,-1
60000003,1,16&2&1&999999999&1&3&8#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360999,-1,-1,-1,-1,-1,-1,-1
80001001,1,2&1&5&999999999&1&4&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361000,-1,-1,-1,-1,-1,-1,-1
80001002,1,2&1&10&999999999&1&8&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361001,-1,-1,-1,-1,-1,-1,-1
80001003,1,2&1&10&999999999&1&9&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361002,-1,-1,-1,-1,-1,-1,-1
80001004,1,2&1&10&999999999&1&10&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361003,-1,-1,-1,-1,-1,-1,-1
80001005,1,5&1&10&999999999&1&4&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361004,-1,-1,-1,-1,-1,-1,-1
80001006,1,1&1&10&999999999&1&4&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361005,-1,-1,-1,-1,-1,-1,-1
80001007,1,4&1&15&999999999&1&4&3#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361006,-1,-1,-1,-1,-1,-1,-1
80001008,1,20&1&3&999999999&1&4&6#1|21&1&5&999999999&1&4&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361007,-1,-1,-1,-1,-1,-1,-1
80001009,1,20&1&5&999999999&1&8&6#1|21&1&7&999999999&1&8&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361008,-1,-1,-1,-1,-1,-1,-1
80001010,1,20&1&5&999999999&1&9&6#1|21&1&7&999999999&1&9&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361009,-1,-1,-1,-1,-1,-1,-1
80001011,1,20&1&5&999999999&1&10&6#1|21&1&7&999999999&1&10&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361010,-1,-1,-1,-1,-1,-1,-1
80001012,1,6&2&0.5&999999999&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361011,-1,-1,-1,-1,-1,-1,-1
80001013,9,-1,-1,-1,-1,-1,-1,-1,-1,1&3&12&2&-1&10,-1,-1,-1,10361012,-1,-1,-1,-1,-1,-1,-1
80001014,12,-1,2&15&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361013,-1,-1,-1,-1,-1,-1,-1
80001015,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361014,-1,-1,2|5|1|10|999|1|100|15,-1,-1,-1,-1
80001016,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361015,-1,-1,6|1|10|999|1|100|20,-1,-1,-1,-1
80001017,1,6&2&10&1&1&3&6#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361016,-1,-1,-1,-1,-1,-1,-1
80001018,1,2&1&20&10&1&4&1#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361017,-1,-1,-1,-1,-1,-1,-1
80001019,10,-1,-1,-1,1&30&1&80,-1,-1,-1,-1,-1,-1,-1,-1,10361018,-1,-1,-1,-1,-1,-1,-1
80001020,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361019,-1,-1,2|2|1|10|999|1|100|15,-1,-1,-1,-1
80001021,1,15&2&3&999999999&1&8&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361020,-1,-1,-1,-1,-1,-1,-1
80001022,1,15&2&3&999999999&1&9&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361021,-1,-1,-1,-1,-1,-1,-1
80001023,1,15&2&3&999999999&1&10&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361022,-1,-1,-1,-1,-1,-1,-1
80001024,1,2&1&15&999999999&1&3&1#2&1&80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361023,-1,-1,-1,-1,-1,-1,-1
80001025,1,6&2&1&999999999&1&1015&5#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361024,-1,-1,-1,-1,-1,-1,-1
80001026,1,16&1&5&999999999&1&1002&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361025,-1,-1,-1,-1,-1,-1,-1
80001027,1,15&2&5&999999999&1&1006&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361026,-1,-1,-1,-1,-1,-1,-1
80001028,1,2&1&10&999999999&1&4&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361027,-1,-1,-1,-1,-1,-1,-1
80001029,1,2&1&15&999999999&1&8&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361028,-1,-1,-1,-1,-1,-1,-1
80001030,1,2&1&15&999999999&1&9&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361029,-1,-1,-1,-1,-1,-1,-1
80001031,1,2&1&15&999999999&1&10&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361030,-1,-1,-1,-1,-1,-1,-1
80001032,1,5&1&20&999999999&1&4&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361031,-1,-1,-1,-1,-1,-1,-1
80001033,1,1&1&20&999999999&1&4&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361032,-1,-1,-1,-1,-1,-1,-1
80001034,1,4&1&25&999999999&1&4&3#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361033,-1,-1,-1,-1,-1,-1,-1
80001035,3,-1,-1,-1,-1,-1,-1,2&1&5&13,-1,-1,-1,-1,-1,10361034,-1,-1,-1,-1,-1,-1,-1
80001036,1,20&1&5&999999999&1&4&6#1|21&1&10&999999999&1&4&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361035,-1,-1,-1,-1,-1,-1,-1
80001037,1,20&1&8&999999999&1&8&6#1|21&1&15&999999999&1&8&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361036,-1,-1,-1,-1,-1,-1,-1
80001038,1,20&1&8&999999999&1&9&6#1|21&1&15&999999999&1&9&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361037,-1,-1,-1,-1,-1,-1,-1
80001039,1,20&1&8&999999999&1&10&6#1|21&1&15&999999999&1&10&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361038,-1,-1,-1,-1,-1,-1,-1
80001040,1,6&2&1&999999999&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361039,-1,-1,-1,-1,-1,-1,-1
80001041,12,-1,2&20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361040,-1,-1,-1,-1,-1,-1,-1
80001042,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361041,-1,-1,2|5|1|20|999|1|100|15,-1,-1,-1,-1
80001043,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361042,-1,-1,6|1|15|999|1|100|20,-1,-1,-1,-1
80001044,1,15&2&10&999999999&1&1015&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361043,-1,-1,-1,-1,-1,-1,-1
80001045,1,15&2&10&999999999&1&1045&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361044,-1,-1,-1,-1,-1,-1,-1
80001046,1,15&2&10&999999999&1&1042&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361045,-1,-1,-1,-1,-1,-1,-1
80001047,1,15&2&10&999999999&1&1038&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361046,-1,-1,-1,-1,-1,-1,-1
80001048,1,15&2&10&999999999&1&1019&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361047,-1,-1,-1,-1,-1,-1,-1
80001049,1,21&1&20&999999999&1&1016&6#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361048,-1,-1,-1,-1,-1,-1,-1
80001050,1,6&2&15&1&1&3&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361049,-1,-1,-1,-1,-1,-1,-1
80001051,1,2&1&30&10&1&4&1#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361050,-1,-1,-1,-1,-1,-1,-1
80001052,10,-1,-1,-1,1&35&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10361051,-1,-1,-1,-1,-1,-1,-1
80001053,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361052,-1,-1,2|2|1|15|999|1|100|15,-1,-1,-1,-1
80001054,1,15&2&5&999999999&1&8&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361053,-1,-1,-1,-1,-1,-1,-1
80001055,1,15&2&5&999999999&1&9&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361054,-1,-1,-1,-1,-1,-1,-1
80001056,1,15&2&5&999999999&1&10&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361055,-1,-1,-1,-1,-1,-1,-1
80001057,1,2&1&20&999999999&1&3&1#2&1&80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361056,-1,-1,-1,-1,-1,-1,-1
80001058,1,2&1&20&999999999&1&4&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361057,-1,-1,-1,-1,-1,-1,-1
80001059,1,2&1&25&999999999&1&8&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361058,-1,-1,-1,-1,-1,-1,-1
80001060,1,2&1&25&999999999&1&9&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361059,-1,-1,-1,-1,-1,-1,-1
80001061,1,2&1&25&999999999&1&10&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361060,-1,-1,-1,-1,-1,-1,-1
80001062,1,5&1&35&999999999&1&4&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361061,-1,-1,-1,-1,-1,-1,-1
80001063,1,1&1&35&999999999&1&4&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361062,-1,-1,-1,-1,-1,-1,-1
80001064,1,4&1&35&999999999&1&4&3#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361063,-1,-1,-1,-1,-1,-1,-1
80001065,3,-1,-1,-1,-1,-1,-1,2&1&7&13,-1,-1,-1,-1,-1,10361064,-1,-1,-1,-1,-1,-1,-1
80001066,1,20&1&8&999999999&1&4&6#1|21&1&15&999999999&1&4&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361065,-1,-1,-1,-1,-1,-1,-1
80001067,1,20&1&10&999999999&1&8&6#1|21&1&20&999999999&1&8&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361066,-1,-1,-1,-1,-1,-1,-1
80001068,1,20&1&10&999999999&1&9&6#1|21&1&20&999999999&1&9&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361067,-1,-1,-1,-1,-1,-1,-1
80001069,1,20&1&10&999999999&1&10&6#1|21&1&20&999999999&1&10&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361068,-1,-1,-1,-1,-1,-1,-1
80001070,1,6&2&1.5&999999999&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361069,-1,-1,-1,-1,-1,-1,-1
80001071,12,-1,2&30&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361070,-1,-1,-1,-1,-1,-1,-1
80001072,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361071,-1,-1,2|5|1|35|999|1|100|15,-1,-1,-1,-1
80001073,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361072,-1,-1,6|1|20|999|1|100|20,-1,-1,-1,-1
80001074,4,-1,-1,-1,-1,-1,-1,-1,1&25&1&1&3&100,-1,-1,-1,-1,10361073,-1,-1,-1,-1,-1,-1,-1
80001075,1,15&2&15&999999999&1&1035&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361074,-1,-1,-1,-1,-1,-1,-1
80001076,1,15&2&15&999999999&1&1024&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361075,-1,-1,-1,-1,-1,-1,-1
80001077,1,2&1&30&999999999&1&1022&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361076,-1,-1,-1,-1,-1,-1,-1
80001078,1,15&2&15&999999999&1&1021&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361077,-1,-1,-1,-1,-1,-1,-1
80001079,1,2&1&30&999999999&1&1013&1#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361078,-1,-1,-1,-1,-1,-1,-1
80001080,1,15&2&15&999999999&1&1010&9#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361079,-1,-1,-1,-1,-1,-1,-1
80001081,1,6&2&20&1&1&3&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361080,-1,-1,-1,-1,-1,-1,-1
80001082,10,-1,-1,-1,1&40&1&60,-1,-1,-1,-1,-1,-1,-1,-1,10361081,-1,-1,-1,-1,-1,-1,-1
80001083,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361082,-1,-1,2|2|1|25|999|1|100|15,-1,-1,-1,-1
80001084,1,2&1&30&999999999&1&3&1#2&1&80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10361083,-1,-1,-1,-1,-1,-1,-1
