行为id,下一个行为（-1为结束）,行为归纳,BGM,跳过简述
960020,960030,2|303,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
960030,960040,1|61700,-1,-1
960040,960050,2|4403,-1,-1
960050,960060,1|61710,-1,-1
960060,960070,2|303,-1,-1
960070,960080,1|61720,-1,-1
960080,960090,2|14603,-1,-1
960090,960100,1|61730,-1,-1
960100,960110,1|61740,-1,-1
960110,960140,2|103,-1,-1
960140,960150,1|61770,-1,-1
960150,960160,2|303,-1,-1
960160,960170,1|61780,-1,-1
960170,960180,2|14603,-1,-1
960180,-1,1|61790,-1,-1
965010,965020,2|80198,-1,96.0
965020,965030,1|62520,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
965030,965040,1|62530,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/rock-restore,-1
965040,965050,2|303,-1,-1
965050,965060,1|62540,-1,-1
965060,965150,2|14603,-1,-1
965150,965160,1|62600,-1,-1
965160,965170,2|4403,-1,-1
965170,965180,1|62610,-1,-1
965180,965190,2|14603,-1,-1
965190,965200,1|62620,-1,-1
965200,965210,2|103,-1,-1
965210,965220,1|62630,-1,-1
965220,965250,2|11903,-1,-1
965250,965260,1|62650,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/animal-cat-meow,-1
965260,965270,2|303,-1,-1
965270,965280,1|62660,-1,-1
965280,965290,2|14603,-1,-1
965290,965300,1|62670,-1,-1
965300,965310,2|103,-1,-1
965310,965320,1|62680,-1,-1
965320,965330,2|14603,-1,-1
965330,-1,1|62720,-1,-1
980010,980020,2|80198,-1,98.0
980020,980030,2|103,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
980030,980040,1|62740,-1,-1
980040,980060,1|62750,-1,-1
980060,980070,2|17103,-1,-1
980070,980080,1|62760,-1,-1
980080,980090,2|303,-1,-1
980090,980100,1|62770,-1,-1
980100,980110,2|305,-1,-1
980110,980120,1|62780,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/horse-appearance,-1
980120,980130,2|13403,-1,-1
980130,980140,1|62790,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/horse-armor,-1
980140,980150,2|103,-1,-1
980150,980151,1|62800,-1,-1
980151,980152,2|13403,-1,-1
980152,980153,1|62801,-1,-1
980153,980154,2|103,-1,-1
980154,980155,1|62802,-1,-1
980155,980156,2|13403,-1,-1
980156,980157,1|62803,-1,-1
980157,980158,2|103,-1,-1
980158,980159,1|62804,-1,-1
980159,980160,2|13403,-1,-1
980160,980161,1|62805,-1,-1
980161,980162,1|62806,-1,-1
980162,980163,2|103,-1,-1
980163,980164,1|62807,-1,-1
980164,980165,2|11903,-1,-1
980165,980166,1|62808,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/animal-cat-meow,-1
980166,980167,2|13403,-1,-1
980167,980168,1|62809,-1,-1
980168,980169,2|13405,-1,-1
980169,980170,1|62810,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/magic-fire-eyes,-1
980170,980171,2|13403,-1,-1
980171,980180,1|62820,-1,-1
980180,980190,2|103,-1,-1
980190,980200,1|62830,-1,-1
980200,980270,2|13403,-1,-1
980270,980280,1|62870,-1,-1
980280,980300,1|62880,-1,-1
980300,980550,2|14603,-1,-1
980550,980630,1|63080,-1,-1
980630,980640,2|13403,-1,-1
980640,980650,1|63090,-1,-1
980650,980700,2|303,-1,-1
980700,980710,1|63120,-1,-1
980710,980720,2|17103,-1,-1
980720,980730,1|63130,-1,-1
980730,980740,2|103,-1,-1
980740,980741,1|63140,-1,-1
980741,980742,2|17103,-1,-1
980742,980743,1|63141,-1,-1
980743,980744,2|14603,-1,-1
980744,980750,1|63142,-1,-1
980750,980760,2|13403,-1,-1
980760,980770,1|63150,-1,-1
980770,980780,2|17103,-1,-1
980780,980790,1|63160,-1,-1
980790,980800,2|13403,-1,-1
980800,980810,1|63170,-1,-1
980810,980820,2|17103,-1,-1
980820,980830,1|63180,-1,-1
980830,980840,2|103,-1,-1
980840,-1,1|63190,-1,-1
985010,985020,2|80198,-1,98.0
985020,985060,2|17103,PlayBgm|event:/GameBgm/MusicBook-Beware|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
985060,985070,1|63460,-1,-1
985070,985080,2|13403,-1,-1
985080,985090,1|63470,-1,-1
985090,985100,2|17103,-1,-1
985100,985110,1|63480,-1,-1
985110,985120,2|13403,-1,-1
985120,985130,1|63490,-1,-1
985130,985140,2|17103,-1,-1
985140,985150,1|63500,-1,-1
985150,985160,2|103,-1,-1
985160,985170,1|63510,-1,-1
985170,985180,2|13403,-1,-1
985180,985181,1|63520,-1,-1
985181,985182,2|13405,-1,-1
985182,985190,1|63521,-1,-1
985190,985200,2|13303,-1,-1
985200,985220,1|63530,-1,-1
985220,985230,2|303,-1,-1
985230,985240,1|63560,-1,-1
985240,985250,2|14603,-1,-1
985250,985260,1|63570,-1,-1
985260,985270,2|13303,-1,-1
985270,985290,1|63590,-1,-1
985290,985300,1|63610,-1,-1
985300,985310,1|63620,-1,-1
985310,985330,2|17105,-1,-1
985330,985340,1|63640,-1,-1
985340,985350,3|265|266,-1,-1
985350,985370,2|103,-1,-1
985360,985460,1|63720,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/nataliya-stab,-1
985370,985380,1|63660,-1,-1
985380,985390,2|104,-1,-1
985390,985400,1|63670,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/anna-run-sickle-whoosh,-1
985400,985410,2|13303,-1,-1
985410,985420,1|63680,-1,-1
985420,985430,2|103,-1,-1
985430,985440,1|63690,-1,-1
985440,985441,2|14603,-1,-1
985441,985442,1|63700,-1,-1
985442,985443,2|13303,-1,-1
985443,985444,1|63701,-1,-1
985444,985445,2|103,-1,-1
985445,985446,1|63702,-1,-1
985446,985447,2|13303,-1,-1
985447,985448,1|63703,-1,-1
985448,985449,2|13403,-1,-1
985449,985450,1|63704,-1,-1
985450,985451,1|63705,-1,-1
985451,985452,2|13405,-1,-1
985452,985500,1|63706,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/evil-vanish,-1
985460,985470,2|303,-1,-1
985470,985480,1|63730,-1,-1
985480,985490,2|13303,-1,-1
985490,985500,1|63740,-1,-1
985500,985510,2|103,-1,-1
985510,985520,1|63750,-1,-1
985520,985530,2|13303,-1,-1
985530,985531,1|63760,-1,-1
985531,985532,2|103,-1,-1
985532,985533,1|63761,-1,-1
985533,985540,2|13303,-1,-1
985540,985550,1|63770,-1,-1
985550,985560,2|103,-1,-1
985560,985570,1|63780,-1,-1
985570,985580,2|13303,-1,-1
985580,985600,1|63790,-1,-1
985600,985610,2|103,-1,-1
985610,985620,1|63810,-1,-1
985620,985630,2|104,-1,-1
985630,985640,1|63820,-1,-1
985640,985650,2|13303,-1,-1
985650,985660,1|63830,-1,-1
985660,985670,1|63840,-1,-1
985670,985680,2|103,-1,-1
985680,985690,1|63850,-1,-1
985690,985700,2|13303,-1,-1
985700,985710,1|63860,-1,-1
985710,985720,1|63870,-1,-1
985720,985760,2|103,-1,-1
985760,985770,1|63910,-1,-1
985770,985780,2|104,-1,-1
985780,985790,2|80122,-1,-1
985790,985791,1|63920,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/earthquake-collapse-hole,-1
985791,985800,2|50001,-1,-1
985800,985810,2|13303,-1,-1
985810,985820,1|63930,-1,-1
985820,985840,2|103,-1,-1
985840,985850,1|63950,-1,-1
985850,985860,2|13303,-1,-1
985860,985870,1|63960,-1,-1
985870,985880,1|63970,-1,-1
985880,985890,1|63980,-1,-1
985890,985900,2|13305,-1,-1
985900,985901,1|63990,-1,-1
985901,985902,2|103,-1,-1
985902,985903,1|63991,-1,-1
985903,985904,2|14603,-1,-1
985904,985920,1|63992,-1,-1
985920,985930,2|103,-1,-1
985930,985940,1|64010,-1,-1
985940,985950,2|11803,-1,-1
985950,985960,1|64020,-1,-1
985960,985990,1|64030,-1,-1
985990,986000,2|103,-1,-1
986000,986010,1|64060,-1,-1
986010,986020,1|64070,-1,-1
986020,986030,2|14603,-1,-1
986030,986040,1|64080,-1,-1
986040,986060,2|103,-1,-1
986060,986070,1|64100,-1,-1
986070,986090,1|64120,-1,-1
986090,986100,2|4403,-1,-1
986100,986110,1|64130,-1,-1
986110,986120,2|14603,-1,-1
986120,986130,1|64140,-1,-1
986130,986150,2|103,-1,-1
986150,986160,1|64160,-1,-1
986160,986170,2|11803,-1,-1
986170,986180,1|64170,-1,-1
986180,986190,2|14603,-1,-1
986190,986200,1|64180,-1,-1
986200,986220,2|11803,-1,-1
986220,986230,1|64200,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/animal-cat-normal,-1
986230,986250,2|103,-1,-1
986250,986260,1|64220,-1,-1
986260,986270,2|104,-1,-1
986270,-1,1|64230,-1,-1
1010010,1010020,2|80046,-1,101.0
1010020,1010030,1|64250,PlayBgm|event:/GameBgm/empty|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/amb-tartarus,-1
1010030,1010031,1|64260,-1,-1
1010031,1010040,2|80126,-1,-1
1010040,1010050,2|303,-1,-1
1010050,1010060,1|64270,-1,-1
1010060,1010070,2|305,-1,-1
1010070,1010080,1|64280,-1,-1
1010080,1010090,2|303,-1,-1
1010090,1010100,1|64290,-1,-1
1010100,1010110,2|103,-1,-1
1010110,1010120,1|64300,-1,-1
1010120,1010130,2|303,-1,-1
1010130,1010140,1|64310,-1,-1
1010140,1010150,2|103,-1,-1
1010150,1010160,1|64320,-1,-1
1010160,1010170,2|104,-1,-1
1010170,1010180,1|64330,-1,-1
1010180,1010190,2|103,-1,-1
1010190,1010200,1|64340,-1,-1
1010200,1010210,1|64350,-1,-1
1010210,1010220,1|64360,-1,-1
1010220,1010230,2|11803,-1,-1
1010230,1010240,1|64370,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/animal-cat-meow,-1
1010240,1010250,2|103,-1,-1
1010250,1010260,1|64400,-1,-1
1010260,1010270,2|11803,-1,-1
1010270,1010280,1|64410,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/animal-cat-unpleased,-1
1010280,1010290,2|11805,-1,-1
1010290,1010380,1|64450,-1,-1
1010380,1010390,1|64470,-1,-1
1010390,1010400,1|64480,-1,-1
1010400,1010410,2|303,-1,-1
1010410,1010420,1|64490,-1,-1
1010420,1010460,2|14603,-1,-1
1010460,1010470,1|64540,-1,-1
1010470,1010480,2|303,-1,-1
1010480,1010490,1|64550,-1,-1
1010490,1010500,2|14603,-1,-1
1010500,1010510,1|64560,-1,-1
1010510,1010520,2|303,-1,-1
1010520,1010530,1|64570,-1,-1
1010530,1010540,2|14603,-1,-1
1010540,1010550,1|64580,-1,-1
1010550,1010570,1|64600,-1,-1
1010570,1010580,2|303,-1,-1
1010580,1010590,1|64610,-1,-1
1010590,1010600,2|14603,-1,-1
1010600,1010610,1|64620,-1,-1
1010610,1010620,2|303,-1,-1
1010620,1010630,1|64630,-1,-1
1010630,1010640,2|14603,-1,-1
1010640,1010650,1|64640,-1,-1
1010650,1010660,2|303,-1,-1
1010660,1010670,1|64650,-1,-1
1010670,1010680,2|14603,-1,-1
1010680,1010690,1|64660,-1,-1
1010690,1010691,2|14604,-1,-1
1010691,1010692,1|64670,-1,-1
1010692,1010700,2|14603,-1,-1
1010700,1010710,1|64680,-1,-1
1010710,1010730,2|303,-1,-1
1010730,1010740,1|64700,-1,-1
1010740,1010750,2|305,-1,-1
1010750,1010760,1|64710,-1,-1
1010760,1010770,2|103,-1,-1
1010770,1010780,1|64720,-1,-1
1010780,1010790,2|104,-1,-1
1010790,1010800,1|64730,-1,-1
1010800,1010810,2|103,-1,-1
1010810,1010820,1|64740,-1,-1
1010820,1010830,2|104,-1,-1
1010830,1010840,1|64750,-1,-1
1010840,1010850,2|303,-1,-1
1010850,1010860,1|64760,-1,-1
1010860,1010870,2|14603,-1,-1
1010870,1010880,1|64770,-1,-1
1010880,1010890,2|303,-1,-1
1010890,1010900,1|64780,-1,-1
1010900,1010910,2|14603,-1,-1
1010910,1010911,1|64790,-1,-1
1010911,1010920,2|14604,-1,-1
1010920,1010930,1|64800,-1,-1
1010930,1010940,1|64810,-1,-1
1010940,1010950,1|64820,-1,-1
1010950,1010970,2|103,-1,-1
1010970,1010980,1|64840,-1,-1
1010980,1010990,1|64850,-1,-1
1010990,1011000,2|104,-1,-1
1011000,1011001,1|64860,-1,-1
1011001,1011010,2|14603,-1,-1
1011010,1011020,1|64870,-1,-1
1011020,1011030,2|103,-1,-1
1011030,1011040,1|64880,-1,-1
1011040,1011050,2|14603,-1,-1
1011050,1011060,1|64890,-1,-1
1011060,1011070,2|103,-1,-1
1011070,1011080,1|64900,-1,-1
1011080,1011100,2|14603,-1,-1
1011100,1011101,1|64920,-1,-1
1011101,1011110,2|14604,-1,-1
1011110,1011120,1|64930,-1,-1
1011120,1011130,1|64940,-1,-1
1011130,1011140,2|4403,-1,-1
1011140,1011150,1|64950,-1,-1
1011150,1011160,2|4405,-1,-1
1011160,1011170,1|64960,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/animal-bird-wing-flap,-1
1011170,1011180,2|103,-1,-1
1011180,1011190,1|64970,-1,-1
1011190,1011200,2|104,-1,-1
1011200,1011210,1|64980,-1,-1
1011210,1011220,2|103,-1,-1
1011220,1011230,1|64990,-1,-1
1011230,1011240,2|104,-1,-1
1011240,1011250,1|65000,-1,-1
1011250,1011260,1|65010,-1,-1
1011260,1011270,2|103,-1,-1
1011270,1011280,1|65020,-1,-1
1011280,1011290,2|104,-1,-1
1011290,1011300,1|65030,-1,-1
1011300,1011310,2|303,-1,-1
1011310,1011320,1|65040,-1,-1
1011320,1011330,2|305,-1,-1
1011330,1011340,1|65050,-1,-1
1011340,1011350,1|65060,-1,-1
1011350,1011360,1|65070,-1,-1
1011360,1011370,1|65080,-1,-1
1011370,1011390,2|4403,-1,-1
1011390,1011400,1|65100,-1,-1
1011400,1011410,2|103,-1,-1
1011410,1011420,1|65110,-1,-1
1011420,1011430,2|104,-1,-1
1011430,1011440,1|65120,-1,-1
1011440,1011450,2|13503,-1,-1
1011450,1011460,1|65130,PlayBgm|event:/GameBgm/MusicBook-Waltz for the deep dark forest,-1
1011460,1011470,2|103,-1,-1
1011470,1011480,1|65140,-1,-1
1011480,1011490,2|4403,-1,-1
1011490,1011500,1|65150,-1,-1
1011500,1011510,2|103,-1,-1
1011510,1011520,1|65160,-1,-1
1011520,1011530,2|14603,-1,-1
1011530,1011540,1|65170,-1,-1
1011540,1011550,2|103,-1,-1
1011550,1011560,1|65180,-1,-1
1011560,1011570,2|14603,-1,-1
1011570,1011580,1|65190,-1,-1
1011580,1011590,2|13503,-1,-1
1011590,1011600,1|65200,-1,-1
1011600,1011610,2|13505,-1,-1
1011610,1011620,1|65210,-1,-1
1011620,1011630,1|65220,-1,-1
1011630,1011640,2|4403,-1,-1
1011640,1011650,1|65230,-1,-1
1011650,1011660,2|103,-1,-1
1011660,1011670,1|65240,-1,-1
1011670,1011680,2|13503,-1,-1
1011680,1011690,1|65250,-1,-1
1011690,1011700,1|65260,-1,-1
1011700,1011720,2|4403,-1,-1
1011720,1011730,1|65280,-1,-1
1011730,1011740,2|103,-1,-1
1011740,1011750,1|65290,-1,-1
1011750,1011760,2|4403,-1,-1
1011760,1011770,1|65300,-1,-1
1011770,1011780,2|4405,-1,-1
1011780,1011800,1|65320,-1,-1
1011800,1011810,2|13503,-1,-1
1011810,1011820,1|65330,-1,-1
1011820,1011830,2|4403,-1,-1
1011830,1011840,1|65340,-1,-1
1011840,1011850,2|103,-1,-1
1011850,1011860,1|65350,-1,-1
1011860,1011870,2|13503,-1,-1
1011870,1011880,1|65360,-1,-1
1011880,1011890,2|103,-1,-1
1011890,1011900,1|65370,-1,-1
1011900,1011910,2|303,-1,-1
1011910,1011920,1|65380,-1,-1
1011920,1011930,2|13503,-1,-1
1011930,1011940,1|65390,-1,-1
1011940,1011950,2|14603,-1,-1
1011950,1011960,1|65400,-1,-1
1011960,1011970,2|13503,-1,-1
1011970,1012020,1|65410,-1,-1
1012020,1012030,2|303,-1,-1
1012030,1012040,1|65440,-1,-1
1012040,1012050,2|13503,-1,-1
1012050,1012060,1|65450,-1,-1
1012060,1012070,2|303,-1,-1
1012070,1012080,1|65460,-1,-1
1012080,1012090,2|103,-1,-1
1012090,1012100,1|65470,-1,-1
1012100,1012110,2|13503,-1,-1
1012110,1012120,1|65480,-1,-1
1012120,1012130,2|13505,-1,-1
1012130,1012140,1|65490,-1,-1
1012140,1012150,2|13503,-1,-1
1012150,1012160,1|65500,-1,-1
1012160,1012170,2|14603,-1,-1
1012170,1012180,1|65510,-1,-1
1012180,1012190,2|13503,-1,-1
1012190,1012200,1|65520,-1,-1
1012200,1012220,2|14603,-1,-1
1012220,1012230,1|65540,-1,-1
1012230,1012240,2|13503,-1,-1
1012240,1012250,1|65550,-1,-1
1012250,1012260,2|103,-1,-1
1012260,1012270,1|65560,-1,-1
1012270,1012280,2|13503,-1,-1
1012280,1012290,1|65570,-1,-1
1012290,1012300,2|13505,-1,-1
1012300,1012301,1|65580,-1,-1
1012301,1012310,2|14603,-1,-1
1012310,1012320,1|65590,-1,-1
1012320,1012330,2|13503,-1,-1
1012330,1012350,1|65610,-1,-1
1012350,1012370,2|13505,-1,-1
1012370,1012371,1|65630,-1,-1
1012371,1012380,2|14603,-1,-1
1012380,1012400,1|65650,-1,-1
1012400,1012410,2|13503,-1,-1
1012410,1012420,1|65660,-1,-1
1012420,1012430,2|103,-1,-1
1012430,1012440,1|65670,-1,-1
1012440,1012450,2|13503,-1,-1
1012450,1012460,1|65680,-1,-1
1012460,1012470,2|14603,-1,-1
1012470,1012480,3|269|270,-1,-1
1012480,1012500,1|65700,-1,-1
1012490,1012510,1|65740,-1,-1
1012500,1012501,2|14604,-1,-1
1012501,1012502,1|65720,-1,-1
1012502,1012503,2|13503,-1,-1
1012503,1012560,1|65721,-1,-1
1012510,1012521,1|65750,-1,-1
1012521,1012530,2|14604,-1,-1
1012530,1012540,1|65760,-1,-1
1012540,1012550,2|13503,-1,-1
1012550,1012560,1|65770,-1,-1
1012560,1012580,1|65780,-1,-1
1012580,1012600,1|65790,-1,-1
1012600,1012610,2|103,-1,-1
1012610,1012620,1|65810,-1,-1
1012620,1012650,2|13503,-1,-1
1012650,1012660,1|65830,-1,-1
1012660,1012680,2|103,-1,-1
1012680,1012700,1|65850,-1,-1
1012700,1012710,2|13503,-1,-1
1012710,1012720,1|65870,-1,-1
1012720,1012730,2|13505,-1,-1
1012730,1012740,1|65880,-1,-1
1012740,1012760,2|13503,-1,-1
1012760,1012770,1|65900,-1,-1
1012770,1012780,2|303,-1,-1
1012780,1012790,1|65910,-1,-1
1012790,1012800,2|13503,-1,-1
1012800,1012820,1|65930,-1,-1
1012820,1012830,2|103,-1,-1
1012830,1012840,1|65940,-1,-1
1012840,1012850,2|13503,-1,-1
1012850,1012860,1|65950,-1,-1
1012860,1012880,2|103,-1,-1
1012880,1012890,1|65970,-1,-1
1012890,1012900,2|13503,-1,-1
1012900,1012910,1|65980,-1,-1
1012910,1012940,2|103,-1,-1
1012940,1012950,1|66000,-1,-1
1012950,1012960,2|11903,-1,-1
1012960,1012970,1|66010,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/animal-cat-doubt,-1
1012970,1012980,2|103,-1,-1
1012980,1012990,1|66020,-1,-1
1012990,1013000,2|303,-1,-1
1013000,1013010,1|66030,-1,-1
1013010,1013020,2|13503,-1,-1
1013020,1013030,1|66040,-1,-1
1013030,1013040,2|13505,-1,-1
1013040,1013050,1|66050,-1,-1
1013050,1013060,2|13503,-1,-1
1013060,1013070,1|66060,-1,-1
1013070,1013080,2|103,-1,-1
1013080,1013090,1|66070,-1,-1
1013090,1013100,2|303,-1,-1
1013100,1013110,1|66080,-1,-1
1013110,1013120,1|66090,-1,-1
1013120,1013130,2|13503,-1,-1
1013130,1013140,1|66100,-1,-1
1013140,1013150,2|103,-1,-1
1013150,1013160,1|66110,-1,-1
1013160,1013190,2|13503,-1,-1
1013190,1013200,1|66130,-1,-1
1013200,1013250,2|103,-1,-1
1013250,1013260,1|66160,-1,-1
1013260,1013270,2|13503,-1,-1
1013270,1013280,1|66170,-1,-1
1013280,1013290,2|103,-1,-1
1013290,1013300,1|66180,-1,-1
1013300,1013310,2|13503,-1,-1
1013310,1013320,1|66190,-1,-1
1013320,1013330,1|66200,-1,-1
1013330,1013400,2|103,-1,-1
1013400,1013410,1|66240,-1,-1
1013410,1013420,2|13503,-1,-1
1013420,1013430,1|66250,-1,-1
1013430,1013440,2|103,-1,-1
1013440,1013450,1|66290,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/animal-bat-swarm,-1
1013450,1013460,2|14603,-1,-1
1013460,-1,1|66300,-1,-1
1050010,1050020,2|80126,-1,101.0
1050020,1050030,2|103,-1,-1
1050030,1050040,1|66330,-1,-1
1050040,1050050,2|13503,-1,-1
1050050,1050060,1|66340,-1,-1
1050060,1050070,2|103,-1,-1
1050070,1050080,1|66350,-1,-1
1050080,1050090,2|13503,-1,-1
1050090,1050100,1|66360,-1,-1
1050100,1050110,2|103,-1,-1
1050110,-1,1|66370,-1,-1
1020010,1020020,2|80126,-1,102.0
1020020,1020030,1|66400,PlayBgm|event:/GameBgm/MusicBook-The Styx|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/amb-tartarus,-1
1020030,1020050,1|66420,-1,-1
1020050,1020060,2|103,-1,-1
1020060,1020070,1|66430,-1,-1
1020070,1020080,2|104,-1,-1
1020080,1020081,1|66440,-1,-1
1020081,1020090,2|80162,-1,-1
1020090,1020100,2|103,-1,-1
1020100,1020110,1|66450,-1,-1
1020110,1020120,2|13503,-1,-1
1020120,1020130,1|66460,-1,-1
1020130,1020140,2|13505,-1,-1
1020140,1020150,1|66470,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/amb-cocytus-river,-1
1020150,1020160,2|13503,-1,-1
1020160,1020170,1|66490,-1,-1
1020170,1020180,2|103,-1,-1
1020180,1020190,1|66500,-1,-1
1020190,1020200,2|13503,-1,-1
1020200,1020210,1|66510,-1,-1
1020210,1020220,1|66520,-1,-1
1020220,1020230,2|103,-1,-1
1020230,1020240,1|66530,-1,-1
1020240,1020260,2|13503,-1,-1
1020260,1020270,1|66550,-1,-1
1020270,1020280,2|103,-1,-1
1020280,1020290,1|66560,-1,-1
1020290,1020300,2|13503,-1,-1
1020300,1020310,1|66570,-1,-1
1020310,1020320,2|103,-1,-1
1020320,1020330,1|66580,-1,-1
1020330,1020340,2|104,-1,-1
1020340,1020341,1|66590,-1,-1
1020341,1020342,2|103,-1,-1
1020342,1020343,1|66591,-1,-1
1020343,1020350,2|104,-1,-1
1020350,1020360,1|66600,-1,-1
1020360,1020370,2|103,-1,-1
1020370,1020380,1|66610,-1,-1
1020380,1020390,2|13503,-1,-1
1020390,1020400,1|66620,-1,-1
1020400,1020410,2|303,-1,-1
1020410,1020420,1|66630,-1,-1
1020420,1020430,2|13503,-1,-1
1020430,1020440,1|66640,-1,-1
1020440,1020450,2|13505,-1,-1
1020450,1020451,1|66650,-1,-1
1020451,1020460,2|19103,-1,-1
1020460,1020470,1|66660,-1,-1
1020470,1020500,1|66680,-1,-1
1020500,1020510,2|103,-1,-1
1020510,1020520,1|66700,-1,-1
1020520,1020530,2|303,-1,-1
1020530,1020540,1|66710,-1,-1
1020540,1020550,2|305,-1,-1
1020550,1020551,1|66720,-1,-1
1020551,1020560,2|13503,-1,-1
1020560,1020580,1|66740,-1,-1
1020580,1020590,2|103,-1,-1
1020590,1020600,1|66750,-1,-1
1020600,1020610,2|13503,-1,-1
1020610,1020620,1|66760,-1,-1
1020620,1020630,1|66770,-1,-1
1020630,1020670,1|66810,-1,-1
1020670,1020680,2|303,-1,-1
1020680,1020690,1|66820,-1,-1
1020690,1020700,2|13503,-1,-1
1020700,1020710,1|66830,-1,-1
1020710,1020720,1|66840,-1,-1
1020720,1020730,2|303,-1,-1
1020730,1020740,1|66850,-1,-1
1020740,1020750,2|103,-1,-1
1020750,1020760,1|66860,-1,-1
1020760,1020770,2|13503,-1,-1
1020770,1020780,1|66870,-1,-1
1020780,1020790,2|303,-1,-1
1020790,1020800,1|66880,-1,-1
1020800,1020810,1|66890,-1,-1
1020810,1020820,2|13903,-1,-1
1020820,1020830,1|66900,-1,-1
1020830,1020840,2|13503,-1,-1
1020840,1020850,1|66920,-1,-1
1020850,1020860,1|66921,-1,-1
1020860,1020870,2|11703,-1,-1
1020870,1020880,1|66930,-1,-1
1020880,1020890,2|13503,-1,-1
1020890,1020900,1|66940,-1,-1
1020900,1020910,2|14603,-1,-1
1020910,1020940,1|66960,-1,-1
1020940,1020950,2|13503,-1,-1
1020950,1020960,1|66990,-1,-1
1020960,1020970,2|303,-1,-1
1020970,1020980,1|67000,-1,-1
1020980,1020990,2|305,-1,-1
1020990,1021000,1|67010,-1,-1
1021000,1021010,2|103,-1,-1
1021010,1021020,1|67020,-1,-1
1021020,1021030,2|14603,-1,-1
1021030,1021040,1|67030,-1,-1
1021040,1021050,2|13503,-1,-1
1021050,1021060,1|67040,-1,-1
1021060,1021080,1|67060,-1,-1
1021080,1021090,2|103,-1,-1
1021090,1021100,1|67070,-1,-1
1021100,1021150,2|13503,-1,-1
1021150,1021160,1|67100,-1,-1
1021160,1021170,2|103,-1,-1
1021170,1021180,1|67110,-1,-1
1021180,1021190,2|13503,-1,-1
1021190,1021200,1|67120,-1,-1
1021200,1021210,2|103,-1,-1
1021210,1021220,1|67130,-1,-1
1021220,1021230,2|13503,-1,-1
1021230,1021240,1|67140,-1,-1
1021240,1021250,1|67150,-1,-1
1021250,1021270,2|13505,-1,-1
1021270,1021280,1|67170,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/gore-evil-form,-1
1021280,1021290,1|67180,-1,-1
1021290,1021300,2|103,-1,-1
1021300,1021310,1|67190,-1,-1
1021310,1021320,2|104,-1,-1
1021320,1021330,1|67200,-1,-1
1021330,1021341,2|40002,-1,-1
1021341,1021350,1|67220,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-10/anna-sickle-whoosh,-1
1021350,1021370,2|103,-1,-1
1021370,1021380,1|67240,-1,-1
1021380,1021400,2|14603,-1,-1
1021400,1021410,1|67260,-1,-1
1021410,1021420,2|13503,-1,-1
1021420,1021430,1|67270,-1,-1
1021430,1021440,1|67280,-1,-1
